t_s,attack_time_s,sim_lat,sim_lon,pos_lat,pos_lon,pos_alt,e_vehicle_h_m,gps_present,gps_age_s,gps_status,gps_nsats,gps_hdop,gps_lat,gps_lon,gps_hacc,gps_vacc,gps_sacc,xkf_fs
7.699419,nan,35.9305142,-84.3106748,35.930514,-84.3106745,9.859999656677246,0.03502770545939089,1,0.039984,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
7.799379,nan,35.9305142,-84.3106748,35.930514,-84.3106745,10.269999504089355,0.03502770545939089,1,0.059976,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
7.899339,nan,35.9305142,-84.3106748,35.930514,-84.3106745,10.670000076293945,0.03502770545939089,1,0.039984,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
7.999299,nan,35.9305142,-84.3106748,35.930514,-84.3106745,11.059999465942383,0.03502770545939089,1,0.059976,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
8.099259,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,11.449999809265137,0.021187812879817792,1,0.039984,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
8.199219,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,11.84000015258789,0.021187812879817792,1,0.059976,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
8.299179,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,12.210000038146973,0.021187812879817792,1,0.040817,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
8.399972,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,12.59000015258789,0.021187812879817792,1,0.059976,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
8.499932,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,12.949999809265137,0.021187812879817792,1,0.039984,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
8.599892,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,13.309999465942383,0.021187812879817792,1,0.059976,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
8.699852,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,13.65999984741211,0.021187812879817792,1,0.039984,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
8.799812,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,14.0,0.021187812879817792,1,0.059976,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
8.899772,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,14.34000015258789,0.021187812879817792,1,0.039984,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
8.999732,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,14.670000076293945,0.021187812879817792,1,0.059976,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
9.099692,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,15.0,0.021187812879817792,1,0.039984,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
9.199652,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,15.319999694824219,0.021187812879817792,1,0.059976,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
9.299612,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,15.630000114440918,0.021187812879817792,1,0.039984,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
9.399572,nan,35.9305142,-84.3106748,35.9305141,-84.3106746,15.9399995803833,0.021187812879817792,1,0.059976,6,10,1.21,35.9305142,-84.3106748,0.3,0.3,0.0,0
9.499532,nan,35.9305142,-84.3106746,35.9305141,-84.3106746,16.25,0.011131999339113463,1,0.039984,6,10,1.21,35.9305142,-84.3106747,0.3,0.3,0.0,0
9.599492,nan,35.9305142,-84.3106746,35.9305141,-84.3106746,16.549999237060547,0.011131999339113463,1,0.059976,6,10,1.21,35.9305142,-84.3106747,0.3,0.3,0.0,0
9.699452,nan,35.9305142,-84.3106746,35.9305141,-84.3106746,16.850000381469727,0.011131999339113463,1,0.039984,6,10,1.21,35.9305142,-84.3106746,0.3,0.3,0.0,0
9.799412,nan,35.9305142,-84.3106746,35.9305141,-84.3106746,17.139999389648438,0.011131999339113463,1,0.059976,6,10,1.21,35.9305142,-84.3106746,0.3,0.3,0.0,0
9.899372,nan,35.930514,-84.3106746,35.9305141,-84.3106746,17.420000076293945,0.011132000130089637,1,0.039984,6,10,1.21,35.9305141,-84.3106746,0.3,0.3,0.0,0
9.999332,nan,35.930514,-84.3106746,35.9305141,-84.3106746,17.69999885559082,0.011132000130089637,1,0.059976,6,10,1.21,35.9305141,-84.3106746,0.3,0.3,0.0,0
